Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000242485,MRPL20,0.6092909078715016,-0.2561974610518142,0.5273060653678963,0.7277317659179988,0.2561974610518142,0.5273060653678604
ENSG00000272455,AL391244.3,0.005368201831466975,-0.21769717661193422,0.8275010070687968,0.006273549706189645,0.21769717661193422,0.8275010070687971
ENSG00000235098,ANKRD65,0.001651754409682146,0.34418171099618,0.941376846203738,0.0012547099412379289,-0.34418171099618,0.941376846203738
ENSG00000179403,VWA1,0.08981414602646669,1.9553800900382932,6.180161635442148e-10,0.02300301558936203,-1.9553800900382932,6.180161635442148e-10
ENSG00000215915,ATAD3C,0.002271162313312951,-1.9252789639970471,0.0006057420086311981,0.009201206235744813,1.9252789639970471,0.0006057420086311981
ENSG00000160072,ATAD3B,0.06317960617034209,-0.19508537559660954,0.6973682268498858,0.07235493994472057,0.19508537559660954,0.6973682268498858
ENSG00000197785,ATAD3A,0.06297313686913182,-0.03712493097011382,1.0,0.06461756197375335,0.03712493097011382,1.0
ENSG00000205090,TMEM240,0.0012388158072616094,-0.6704650649682211,0.5941691162418973,0.002091183235396548,0.6704650649682211,0.5941691162418977
ENSG00000160075,SSU72,0.3633859701300721,0.3854959695307887,0.2877099285006795,0.27812737030774093,-0.3854959695307887,0.2877099285006796
ENSG00000215014,AL645728.1,0.004129386024205365,-0.2110334463309238,0.8728269716033025,0.004809721441412061,0.2110334463309238,0.8728269716033029
ENSG00000228594,FNDC10,0.00949758785567234,-1.0183883683885284,0.021888688625357994,0.019448004089187898,1.0183883683885284,0.021888688625357994
ENSG00000272106,AL691432.2,0.005368201831466975,-0.7229324848623566,0.25238246326732117,0.008992087912205158,0.7229324848623566,0.2523824632673213
ENSG00000197530,MIB2,0.03076392588032997,-0.43342586766737146,0.30219288155128843,0.04161454638439131,0.43342586766737146,0.30219288155128843
ENSG00000189409,MMP23B,0.025189254747652726,1.0414830875888708,0.0092861236268265,0.01212886276529998,-1.0414830875888708,0.0092861236268265
ENSG00000248333,CDK11B,0.09765997947245689,0.41092326187243344,0.2877099285006795,0.07340053156241884,-0.41092326187243344,0.2877099285006796
ENSG00000272004,FO704657.1,0.0028905702169437554,1.5665741323326294,0.18428128603093596,0.0008364732941586192,-1.5665741323326294,0.18428128603093596
ENSG00000189339,SLC35E2B,0.021679276627078168,-0.07182762734998782,0.9745340881861254,0.022793897265822375,0.07182762734998782,0.9745340881861254
ENSG00000008128,CDK11A,0.04996557089288492,0.2059844170761611,0.6973682268498858,0.04328749297270855,-0.2059844170761611,0.6973682268498858
ENSG00000215790,SLC35E2A,0.03179627238638131,0.9723338180234613,0.013231315816984845,0.01610211091255342,-0.9723338180234613,0.013231315816984845
ENSG00000008130,NADK,0.06710252289333718,0.9640175715967345,0.0037321340583415007,0.03429540506050339,-0.9640175715967345,0.0037321340583415007
